person,year_month,screen_time_seconds
mika brzezinski,2010-02,19601
mika brzezinski,2010-03,21195
mika brzezinski,2010-04,23270
mika brzezinski,2010-05,10995
mika brzezinski,2010-06,10661
mika brzezinski,2010-07,18274
mika brzezinski,2010-08,15560
mika brzezinski,2010-09,15478
mika brzezinski,2010-10,17550
mika brzezinski,2010-11,17152
mika brzezinski,2010-12,15125
mika brzezinski,2011-01,16902
mika brzezinski,2011-02,17029
mika brzezinski,2011-03,14398
mika brzezinski,2011-04,13092
mika brzezinski,2011-05,15054
mika brzezinski,2011-06,16178
mika brzezinski,2011-07,14153
mika brzezinski,2011-08,13207
mika brzezinski,2011-09,20845
mika brzezinski,2011-10,23704
mika brzezinski,2011-11,19119
mika brzezinski,2011-12,16768
mika brzezinski,2012-01,20654
mika brzezinski,2012-02,16262
mika brzezinski,2012-03,19068
mika brzezinski,2012-04,21438
mika brzezinski,2012-05,20194
mika brzezinski,2012-06,13966
mika brzezinski,2012-07,12193
mika brzezinski,2012-08,21616
mika brzezinski,2012-09,15376
mika brzezinski,2012-10,21092
mika brzezinski,2012-11,17318
mika brzezinski,2012-12,18650
mika brzezinski,2013-01,21282
mika brzezinski,2013-02,22487
mika brzezinski,2013-03,13970
mika brzezinski,2013-04,20474
mika brzezinski,2013-05,22656
mika brzezinski,2013-06,23155
mika brzezinski,2013-07,17635
mika brzezinski,2013-08,17645
mika brzezinski,2013-09,17045
mika brzezinski,2013-10,25172
mika brzezinski,2013-11,20288
mika brzezinski,2013-12,18668
mika brzezinski,2014-01,25416
mika brzezinski,2014-02,16679
mika brzezinski,2014-03,19239
mika brzezinski,2014-04,17215
mika brzezinski,2014-05,20993
mika brzezinski,2014-06,27796
mika brzezinski,2014-07,20153
mika brzezinski,2014-08,18153
mika brzezinski,2014-09,30535
mika brzezinski,2014-10,35424
mika brzezinski,2014-11,21714
mika brzezinski,2014-12,21974
mika brzezinski,2015-01,19222
mika brzezinski,2015-02,20681
mika brzezinski,2015-03,22951
mika brzezinski,2015-04,22313
mika brzezinski,2015-05,22560
mika brzezinski,2015-06,25776
mika brzezinski,2015-07,21305
mika brzezinski,2015-08,27810
mika brzezinski,2015-09,22491
mika brzezinski,2015-10,27914
mika brzezinski,2015-11,21681
mika brzezinski,2015-12,26539
mika brzezinski,2016-01,30621
mika brzezinski,2016-02,30373
mika brzezinski,2016-03,22916
mika brzezinski,2016-04,24809
mika brzezinski,2016-05,25531
mika brzezinski,2016-06,22524
mika brzezinski,2016-07,22522
mika brzezinski,2016-08,23102
mika brzezinski,2016-09,29047
mika brzezinski,2016-10,25615
mika brzezinski,2016-11,21764
mika brzezinski,2016-12,15421
mika brzezinski,2017-01,15203
mika brzezinski,2017-02,21353
mika brzezinski,2017-03,28100
mika brzezinski,2017-04,23848
mika brzezinski,2017-05,23243
mika brzezinski,2017-06,24383
mika brzezinski,2017-07,22548
mika brzezinski,2017-08,14179
mika brzezinski,2017-09,17764
mika brzezinski,2017-10,24811
mika brzezinski,2017-11,22557
mika brzezinski,2017-12,25437
mika brzezinski,2018-01,26438
mika brzezinski,2018-02,32252
mika brzezinski,2018-03,27056
mika brzezinski,2018-04,26554
mika brzezinski,2018-05,26176
mika brzezinski,2018-06,36307
mika brzezinski,2018-07,22231
mika brzezinski,2018-08,18977
mika brzezinski,2018-09,25903
mika brzezinski,2018-10,28093
mika brzezinski,2018-11,20615
mika brzezinski,2018-12,21427
mika brzezinski,2019-01,34061
mika brzezinski,2019-02,32022
mika brzezinski,2019-03,28597
mika brzezinski,2019-04,32238
mika brzezinski,2019-05,34628
mika brzezinski,2019-06,23193
mika brzezinski,2019-07,22699
mika brzezinski,2019-08,16609
mika brzezinski,2019-09,36163
mika brzezinski,2019-10,38925
mika brzezinski,2019-11,24535
mika brzezinski,2019-12,30610
mika brzezinski,2020-01,21650
mika brzezinski,2020-02,25827
mika brzezinski,2020-03,39286
mika brzezinski,2020-04,48627
mika brzezinski,2020-05,40345
mika brzezinski,2020-06,25537
mika brzezinski,2020-07,27622
mike huckabee,2010-01,21907
mike huckabee,2010-02,14169
mike huckabee,2010-03,17831
mike huckabee,2010-04,19086
mike huckabee,2010-05,10893
mike huckabee,2010-06,10693
mike huckabee,2010-07,13339
mike huckabee,2010-08,13253
mike huckabee,2010-09,10778
mike huckabee,2010-10,15278
mike huckabee,2010-11,16056
mike huckabee,2010-12,13100
mike huckabee,2011-01,18808
mike huckabee,2011-02,28562
mike huckabee,2011-03,20359
mike huckabee,2011-04,16944
mike huckabee,2011-05,27881
mike huckabee,2011-06,14282
mike huckabee,2011-07,19234
mike huckabee,2011-08,11954
mike huckabee,2011-09,16859
mike huckabee,2011-10,22367
mike huckabee,2011-11,16928
mike huckabee,2011-12,15403
mike huckabee,2012-01,23141
mike huckabee,2012-02,19604
mike huckabee,2012-03,22631
mike huckabee,2012-04,20995
mike huckabee,2012-05,16925
mike huckabee,2012-06,17825
mike huckabee,2012-07,26723
mike huckabee,2012-08,29833
mike huckabee,2012-09,29306
mike huckabee,2012-10,22945
mike huckabee,2012-11,20649
mike huckabee,2012-12,22460
mike huckabee,2013-01,23426
mike huckabee,2013-02,25201
mike huckabee,2013-03,21363
mike huckabee,2013-04,23831
mike huckabee,2013-05,21820
mike huckabee,2013-06,26085
mike huckabee,2013-07,21672
mike huckabee,2013-08,26530
mike huckabee,2013-09,29602
mike huckabee,2013-10,23576
mike huckabee,2013-11,24268
mike huckabee,2013-12,30375
mike huckabee,2014-01,35748
mike huckabee,2014-02,27668
mike huckabee,2014-03,29416
mike huckabee,2014-04,25429
mike huckabee,2014-05,26756
mike huckabee,2014-06,26899
mike huckabee,2014-07,28922
mike huckabee,2014-08,30517
mike huckabee,2014-09,21745
mike huckabee,2014-10,28336
mike huckabee,2014-11,24726
mike huckabee,2014-12,25445
mike huckabee,2015-01,19980
mike huckabee,2015-02,6067
mike huckabee,2015-03,4720
mike huckabee,2015-04,7116
mike huckabee,2015-05,19393
mike huckabee,2015-06,10767
mike huckabee,2015-07,18609
mike huckabee,2015-08,19118
mike huckabee,2015-09,22399
mike huckabee,2015-10,12063
mike huckabee,2015-11,12045
mike huckabee,2015-12,13694
mike huckabee,2016-01,13108
mike huckabee,2016-02,4041
mike huckabee,2016-03,4632
mike huckabee,2016-04,4786
mike huckabee,2016-05,6287
mike huckabee,2016-06,4425
mike huckabee,2016-07,8042
mike huckabee,2016-08,13912
mike huckabee,2016-09,3536
mike huckabee,2016-10,7472
mike huckabee,2016-11,8503
mike huckabee,2016-12,8116
mike huckabee,2017-01,2321
mike huckabee,2017-02,2414
mike huckabee,2017-03,6079
mike huckabee,2017-04,2757
mike huckabee,2017-05,4279
mike huckabee,2017-06,5600
mike huckabee,2017-07,2762
mike huckabee,2017-08,5465
mike huckabee,2017-09,5886
mike huckabee,2017-10,3705
mike huckabee,2017-11,2844
mike huckabee,2017-12,4084
mike huckabee,2018-01,2361
mike huckabee,2018-02,3939
mike huckabee,2018-03,5827
mike huckabee,2018-04,5991
mike huckabee,2018-05,2328
mike huckabee,2018-06,7482
mike huckabee,2018-07,9836
mike huckabee,2018-08,6552
mike huckabee,2018-09,5769
mike huckabee,2018-10,791
mike huckabee,2018-11,8077
mike huckabee,2018-12,5693
mike huckabee,2019-01,8708
mike huckabee,2019-02,4867
mike huckabee,2019-03,5728
mike huckabee,2019-04,6262
mike huckabee,2019-05,6061
mike huckabee,2019-06,7513
mike huckabee,2019-07,8130
mike huckabee,2019-08,3931
mike huckabee,2019-09,3931
mike huckabee,2019-10,3573
mike huckabee,2019-11,7174
mike huckabee,2019-12,4894
mike huckabee,2020-01,2740
mike huckabee,2020-02,4641
mike huckabee,2020-03,3097
mike huckabee,2020-04,9986
mike huckabee,2020-05,5745
mike huckabee,2020-06,4818
mike huckabee,2020-07,8557
mike pence,2010-01,4894
mike pence,2010-02,2051
mike pence,2010-03,7482
mike pence,2010-04,2152
mike pence,2010-05,2246
mike pence,2010-06,1429
mike pence,2010-07,4802
mike pence,2010-08,3584
mike pence,2010-09,7855
mike pence,2010-10,2445
mike pence,2010-11,4852
mike pence,2010-12,2061
mike pence,2011-01,1269
mike pence,2011-02,1970
mike pence,2011-03,1245
mike pence,2011-04,3236
mike pence,2011-05,186
mike pence,2011-06,504
mike pence,2011-07,993
mike pence,2011-08,45
mike pence,2011-09,213
mike pence,2011-10,123
mike pence,2011-11,24
mike pence,2011-12,57
mike pence,2012-01,213
mike pence,2012-02,18
mike pence,2012-03,36
mike pence,2012-04,18
mike pence,2012-05,33
mike pence,2012-06,97
mike pence,2012-07,36
mike pence,2012-08,30
mike pence,2012-09,36
mike pence,2012-10,90
mike pence,2012-11,93
mike pence,2012-12,141
mike pence,2013-01,98
mike pence,2013-02,57
mike pence,2013-03,9
mike pence,2013-04,3
mike pence,2013-05,9
mike pence,2013-06,177
mike pence,2013-07,66
mike pence,2013-08,621
mike pence,2013-09,39
mike pence,2013-10,174
mike pence,2013-11,450
mike pence,2013-12,0
mike pence,2014-01,84
mike pence,2014-02,1077
mike pence,2014-03,36
mike pence,2014-04,2045
mike pence,2014-05,270
mike pence,2014-06,18
mike pence,2014-07,414
mike pence,2014-08,27
mike pence,2014-09,258
mike pence,2014-10,78
mike pence,2014-11,1526
mike pence,2014-12,156
mike pence,2015-01,304
mike pence,2015-02,1778
mike pence,2015-03,12894
mike pence,2015-04,3660
mike pence,2015-05,955
mike pence,2015-06,730
mike pence,2015-07,24
mike pence,2015-08,172
mike pence,2015-09,18
mike pence,2015-10,12
mike pence,2015-11,938
mike pence,2015-12,24
mike pence,2016-01,0
mike pence,2016-02,18
mike pence,2016-03,75
mike pence,2016-04,3638
mike pence,2016-05,1271
mike pence,2016-06,48
mike pence,2016-07,41743
mike pence,2016-08,24522
mike pence,2016-09,35295
mike pence,2016-10,104365
mike pence,2016-11,27363
mike pence,2016-12,18327
mike pence,2017-01,30599
mike pence,2017-02,43019
mike pence,2017-03,48663
mike pence,2017-04,32393
mike pence,2017-05,19003
mike pence,2017-06,9689
mike pence,2017-07,20706
mike pence,2017-08,15607
mike pence,2017-09,7463
mike pence,2017-10,8620
mike pence,2017-11,7720
mike pence,2017-12,22902
mike pence,2018-01,51567
mike pence,2018-02,14648
mike pence,2018-03,12538
mike pence,2018-04,9446
mike pence,2018-05,19236
mike pence,2018-06,7216
mike pence,2018-07,12196
mike pence,2018-08,9182
mike pence,2018-09,8721
mike pence,2018-10,5354
mike pence,2018-11,2941
mike pence,2018-12,6112
mike pence,2019-01,24905
mike pence,2019-02,41243
mike pence,2019-03,7661
mike pence,2019-04,5168
mike pence,2019-05,7096
mike pence,2019-06,7469
mike pence,2019-07,8954
mike pence,2019-08,4084
mike pence,2019-09,8398
mike pence,2019-10,21466
mike pence,2019-11,5729
mike pence,2019-12,5021
mike pence,2020-01,9967
mike pence,2020-02,44648
mike pence,2020-03,182144
mike pence,2020-04,66089
mike pence,2020-05,9080
mike pence,2020-06,20110
mike pence,2020-07,13825
mitt romney,2010-01,4476
mitt romney,2010-02,1010
mitt romney,2010-03,10608
mitt romney,2010-04,2432
mitt romney,2010-05,45
mitt romney,2010-06,237
mitt romney,2010-07,327
mitt romney,2010-08,764
mitt romney,2010-09,1155
mitt romney,2010-10,177
mitt romney,2010-11,1053
mitt romney,2010-12,1021
mitt romney,2011-01,1644
mitt romney,2011-02,3537
mitt romney,2011-03,1906
mitt romney,2011-04,5112
mitt romney,2011-05,7509
mitt romney,2011-06,21827
mitt romney,2011-07,4777
mitt romney,2011-08,18234
mitt romney,2011-09,33786
mitt romney,2011-10,41264
mitt romney,2011-11,27650
mitt romney,2011-12,73720
mitt romney,2012-01,149197
mitt romney,2012-02,92326
mitt romney,2012-03,71098
mitt romney,2012-04,79929
mitt romney,2012-05,69668
mitt romney,2012-06,51517
mitt romney,2012-07,95179
mitt romney,2012-08,107369
mitt romney,2012-09,118169
mitt romney,2012-10,248709
mitt romney,2012-11,72581
mitt romney,2012-12,4956
mitt romney,2013-01,2679
mitt romney,2013-02,1854
mitt romney,2013-03,14317
mitt romney,2013-04,428
mitt romney,2013-05,716
mitt romney,2013-06,3875
mitt romney,2013-07,487
mitt romney,2013-08,1547
mitt romney,2013-09,896
mitt romney,2013-10,1793
mitt romney,2013-11,5593
mitt romney,2013-12,573
mitt romney,2014-01,5048
mitt romney,2014-02,5440
mitt romney,2014-03,3792
mitt romney,2014-04,824
mitt romney,2014-05,3444
mitt romney,2014-06,4126
mitt romney,2014-07,2296
mitt romney,2014-08,1956
mitt romney,2014-09,3912
mitt romney,2014-10,3558
mitt romney,2014-11,3388
mitt romney,2014-12,997
mitt romney,2015-01,16135
mitt romney,2015-02,1199
mitt romney,2015-03,1543
mitt romney,2015-04,3426
mitt romney,2015-05,694
mitt romney,2015-06,3170
mitt romney,2015-07,2885
mitt romney,2015-08,379
mitt romney,2015-09,979
mitt romney,2015-10,2216
mitt romney,2015-11,391
mitt romney,2015-12,444
mitt romney,2016-01,292
mitt romney,2016-02,2327
mitt romney,2016-03,17420
mitt romney,2016-04,368
mitt romney,2016-05,2460
mitt romney,2016-06,4416
mitt romney,2016-07,791
mitt romney,2016-08,1303
mitt romney,2016-09,1349
mitt romney,2016-10,1689
mitt romney,2016-11,14852
mitt romney,2016-12,3264
mitt romney,2017-01,36
mitt romney,2017-02,153
mitt romney,2017-03,93
mitt romney,2017-04,182
mitt romney,2017-05,69
mitt romney,2017-06,180
mitt romney,2017-07,12
mitt romney,2017-08,586
mitt romney,2017-09,99
mitt romney,2017-10,138
mitt romney,2017-11,126
mitt romney,2017-12,583
mitt romney,2018-01,2897
mitt romney,2018-02,1178
mitt romney,2018-03,129
mitt romney,2018-04,1500
mitt romney,2018-05,554
mitt romney,2018-06,1226
mitt romney,2018-07,549
mitt romney,2018-08,60
mitt romney,2018-09,141
mitt romney,2018-10,207
mitt romney,2018-11,165
mitt romney,2018-12,228
mitt romney,2019-01,10046
mitt romney,2019-02,72
mitt romney,2019-03,1340
mitt romney,2019-04,1568
mitt romney,2019-05,2302
mitt romney,2019-06,764
mitt romney,2019-07,272
mitt romney,2019-08,85
mitt romney,2019-09,1167
mitt romney,2019-10,5917
mitt romney,2019-11,913
mitt romney,2019-12,945
mitt romney,2020-01,4073
mitt romney,2020-02,14327
mitt romney,2020-03,695
mitt romney,2020-04,170
mitt romney,2020-05,76
mitt romney,2020-06,420
mitt romney,2020-07,258
nancy pelosi,2010-01,28145
nancy pelosi,2010-02,6106
nancy pelosi,2010-03,19698
nancy pelosi,2010-04,893
nancy pelosi,2010-05,941
nancy pelosi,2010-06,557
nancy pelosi,2010-07,2542
nancy pelosi,2010-08,1780
nancy pelosi,2010-09,2293
nancy pelosi,2010-10,4793
nancy pelosi,2010-11,8104
nancy pelosi,2010-12,3264
nancy pelosi,2011-01,9028
nancy pelosi,2011-02,573
nancy pelosi,2011-03,656
nancy pelosi,2011-04,735
nancy pelosi,2011-05,665
nancy pelosi,2011-06,5733
nancy pelosi,2011-07,3363
nancy pelosi,2011-08,2574
nancy pelosi,2011-09,2713
nancy pelosi,2011-10,1764
nancy pelosi,2011-11,1830
nancy pelosi,2011-12,4926
nancy pelosi,2012-01,4224
nancy pelosi,2012-02,3840
nancy pelosi,2012-03,1395
nancy pelosi,2012-04,1248
nancy pelosi,2012-05,1054
nancy pelosi,2012-06,5611
nancy pelosi,2012-07,4161
nancy pelosi,2012-08,624
nancy pelosi,2012-09,4932
nancy pelosi,2012-10,819
nancy pelosi,2012-11,7954
nancy pelosi,2012-12,6472
nancy pelosi,2013-01,4277
nancy pelosi,2013-02,3129
nancy pelosi,2013-03,2386
nancy pelosi,2013-04,531
nancy pelosi,2013-05,3345
nancy pelosi,2013-06,2796
nancy pelosi,2013-07,2878
nancy pelosi,2013-08,992
nancy pelosi,2013-09,7148
nancy pelosi,2013-10,7960
nancy pelosi,2013-11,6165
nancy pelosi,2013-12,3040
nancy pelosi,2014-01,1458
nancy pelosi,2014-02,1690
nancy pelosi,2014-03,1688
nancy pelosi,2014-04,1794
nancy pelosi,2014-05,6948
nancy pelosi,2014-06,1179
nancy pelosi,2014-07,3749
nancy pelosi,2014-08,468
nancy pelosi,2014-09,1321
nancy pelosi,2014-10,513
nancy pelosi,2014-11,3558
nancy pelosi,2014-12,1897
nancy pelosi,2015-01,1525
nancy pelosi,2015-02,1637
nancy pelosi,2015-03,1016
nancy pelosi,2015-04,266
nancy pelosi,2015-05,1961
nancy pelosi,2015-06,911
nancy pelosi,2015-07,466
nancy pelosi,2015-08,93
nancy pelosi,2015-09,1218
nancy pelosi,2015-10,1283
nancy pelosi,2015-11,320
nancy pelosi,2015-12,218
nancy pelosi,2016-01,1335
nancy pelosi,2016-02,84
nancy pelosi,2016-03,93
nancy pelosi,2016-04,234
nancy pelosi,2016-05,421
nancy pelosi,2016-06,2690
nancy pelosi,2016-07,1668
nancy pelosi,2016-08,353
nancy pelosi,2016-09,1212
nancy pelosi,2016-10,1997
nancy pelosi,2016-11,5476
nancy pelosi,2016-12,3216
nancy pelosi,2017-01,7950
nancy pelosi,2017-02,6892
nancy pelosi,2017-03,9229
nancy pelosi,2017-04,5742
nancy pelosi,2017-05,9514
nancy pelosi,2017-06,11646
nancy pelosi,2017-07,3295
nancy pelosi,2017-08,1732
nancy pelosi,2017-09,8010
nancy pelosi,2017-10,7789
nancy pelosi,2017-11,9164
nancy pelosi,2017-12,5049
nancy pelosi,2018-01,10206
nancy pelosi,2018-02,10663
nancy pelosi,2018-03,2736
nancy pelosi,2018-04,1743
nancy pelosi,2018-05,6709
nancy pelosi,2018-06,3658
nancy pelosi,2018-07,2284
nancy pelosi,2018-08,5148
nancy pelosi,2018-09,1952
nancy pelosi,2018-10,4815
nancy pelosi,2018-11,27177
nancy pelosi,2018-12,16648
nancy pelosi,2019-01,76431
nancy pelosi,2019-02,48469
nancy pelosi,2019-03,19354
nancy pelosi,2019-04,16785
nancy pelosi,2019-05,49027
nancy pelosi,2019-06,29539
nancy pelosi,2019-07,33419
nancy pelosi,2019-08,4434
nancy pelosi,2019-09,34159
nancy pelosi,2019-10,40501
nancy pelosi,2019-11,22729
nancy pelosi,2019-12,84558
nancy pelosi,2020-01,41303
nancy pelosi,2020-02,34473
nancy pelosi,2020-03,28143
nancy pelosi,2020-04,26578
nancy pelosi,2020-05,21259
nancy pelosi,2020-06,14457
nancy pelosi,2020-07,24300
neil cavuto,2010-01,35908
neil cavuto,2010-02,22261
neil cavuto,2010-03,43450
neil cavuto,2010-04,34417
neil cavuto,2010-05,19807
neil cavuto,2010-06,13511
neil cavuto,2010-07,27211
neil cavuto,2010-08,38314
neil cavuto,2010-09,29232
neil cavuto,2010-10,30801
neil cavuto,2010-11,27915
neil cavuto,2010-12,18410
neil cavuto,2011-01,35575
neil cavuto,2011-02,18098
neil cavuto,2011-03,34144
neil cavuto,2011-04,27894
neil cavuto,2011-05,27272
neil cavuto,2011-06,30413
neil cavuto,2011-07,21889
neil cavuto,2011-08,40102
neil cavuto,2011-09,32065
neil cavuto,2011-10,24941
neil cavuto,2011-11,26817
neil cavuto,2011-12,25500
neil cavuto,2012-01,31491
neil cavuto,2012-02,23369
neil cavuto,2012-03,26297
neil cavuto,2012-04,20184
neil cavuto,2012-05,18792
neil cavuto,2012-06,27876
neil cavuto,2012-07,27289
neil cavuto,2012-08,20221
neil cavuto,2012-09,28897
neil cavuto,2012-10,26964
neil cavuto,2012-11,22988
neil cavuto,2012-12,17805
neil cavuto,2013-01,19900
neil cavuto,2013-02,19685
neil cavuto,2013-03,26693
neil cavuto,2013-04,23037
neil cavuto,2013-05,25702
neil cavuto,2013-06,26082
neil cavuto,2013-07,12929
neil cavuto,2013-08,26768
neil cavuto,2013-09,26577
neil cavuto,2013-10,21574
neil cavuto,2013-11,25263
neil cavuto,2013-12,14402
neil cavuto,2014-01,26182
neil cavuto,2014-02,21388
neil cavuto,2014-03,27329
neil cavuto,2014-04,20692
neil cavuto,2014-05,23769
neil cavuto,2014-06,24101
neil cavuto,2014-07,19522
neil cavuto,2014-08,12755
neil cavuto,2014-09,20547
neil cavuto,2014-10,17314
neil cavuto,2014-11,22991
neil cavuto,2014-12,21214
neil cavuto,2015-01,21962
neil cavuto,2015-02,18497
neil cavuto,2015-03,25343
neil cavuto,2015-04,16257
neil cavuto,2015-05,19608
neil cavuto,2015-06,23873
neil cavuto,2015-07,20895
neil cavuto,2015-08,13727
neil cavuto,2015-09,20769
neil cavuto,2015-10,27042
neil cavuto,2015-11,24368
neil cavuto,2015-12,26046
neil cavuto,2016-01,32976
neil cavuto,2016-02,22203
neil cavuto,2016-03,20551
neil cavuto,2016-04,24698
neil cavuto,2016-05,20495
neil cavuto,2016-06,70
neil cavuto,2016-07,188
neil cavuto,2016-08,75
neil cavuto,2016-09,25346
neil cavuto,2016-10,35369
neil cavuto,2016-11,24327
neil cavuto,2016-12,21846
neil cavuto,2017-01,23990
neil cavuto,2017-02,26320
neil cavuto,2017-03,22387
neil cavuto,2017-04,27124
neil cavuto,2017-05,25250
neil cavuto,2017-06,22246
neil cavuto,2017-07,23113
neil cavuto,2017-08,13292
neil cavuto,2017-09,21834
neil cavuto,2017-10,20495
neil cavuto,2017-11,21327
neil cavuto,2017-12,21049
neil cavuto,2018-01,23785
neil cavuto,2018-02,28757
neil cavuto,2018-03,15374
neil cavuto,2018-04,24831
neil cavuto,2018-05,30515
neil cavuto,2018-06,30165
neil cavuto,2018-07,25770
neil cavuto,2018-08,19515
neil cavuto,2018-09,21070
neil cavuto,2018-10,22738
neil cavuto,2018-11,19574
neil cavuto,2018-12,16220
neil cavuto,2019-01,30751
neil cavuto,2019-02,19214
neil cavuto,2019-03,20405
neil cavuto,2019-04,17174
neil cavuto,2019-05,27411
neil cavuto,2019-06,26833
neil cavuto,2019-07,24785
neil cavuto,2019-08,20345
neil cavuto,2019-09,25542
neil cavuto,2019-10,24543
neil cavuto,2019-11,20612
neil cavuto,2019-12,17506
neil cavuto,2020-01,21631
neil cavuto,2020-02,26454
neil cavuto,2020-03,19615
neil cavuto,2020-04,32476
neil cavuto,2020-05,31233
neil cavuto,2020-06,27322
neil cavuto,2020-07,25728
new_mitt_romney,2010-01,4429
new_mitt_romney,2010-02,1112
new_mitt_romney,2010-03,10758
new_mitt_romney,2010-04,2631
new_mitt_romney,2010-05,139
new_mitt_romney,2010-06,362
new_mitt_romney,2010-07,532
new_mitt_romney,2010-08,833
new_mitt_romney,2010-09,1497
new_mitt_romney,2010-10,423
new_mitt_romney,2010-11,1677
new_mitt_romney,2010-12,1452
new_mitt_romney,2011-01,2446
new_mitt_romney,2011-02,4170
new_mitt_romney,2011-03,2417
new_mitt_romney,2011-04,7141
new_mitt_romney,2011-05,10873
new_mitt_romney,2011-06,27240
new_mitt_romney,2011-07,6169
new_mitt_romney,2011-08,21641
new_mitt_romney,2011-09,36430
new_mitt_romney,2011-10,46370
new_mitt_romney,2011-11,30801
new_mitt_romney,2011-12,83679
new_mitt_romney,2012-01,165255
new_mitt_romney,2012-02,103096
new_mitt_romney,2012-03,90913
new_mitt_romney,2012-04,88575
new_mitt_romney,2012-05,81041
new_mitt_romney,2012-06,61990
new_mitt_romney,2012-07,108909
new_mitt_romney,2012-08,137865
new_mitt_romney,2012-09,136237
new_mitt_romney,2012-10,262578
new_mitt_romney,2012-11,80577
new_mitt_romney,2012-12,6616
new_mitt_romney,2013-01,3569
new_mitt_romney,2013-02,2346
new_mitt_romney,2013-03,16037
new_mitt_romney,2013-04,1313
new_mitt_romney,2013-05,1136
new_mitt_romney,2013-06,4685
new_mitt_romney,2013-07,1328
new_mitt_romney,2013-08,2231
new_mitt_romney,2013-09,1238
new_mitt_romney,2013-10,2691
new_mitt_romney,2013-11,6739
new_mitt_romney,2013-12,971
new_mitt_romney,2014-01,7259
new_mitt_romney,2014-02,6292
new_mitt_romney,2014-03,4168
new_mitt_romney,2014-04,1706
new_mitt_romney,2014-05,4020
new_mitt_romney,2014-06,4796
new_mitt_romney,2014-07,2757
new_mitt_romney,2014-08,3498
new_mitt_romney,2014-09,5156
new_mitt_romney,2014-10,4405
new_mitt_romney,2014-11,4624
new_mitt_romney,2014-12,1505
new_mitt_romney,2015-01,21475
new_mitt_romney,2015-02,1869
new_mitt_romney,2015-03,2215
new_mitt_romney,2015-04,4249
new_mitt_romney,2015-05,3952
new_mitt_romney,2015-06,5926
new_mitt_romney,2015-07,4226
new_mitt_romney,2015-08,1383
new_mitt_romney,2015-09,1706
new_mitt_romney,2015-10,3255
new_mitt_romney,2015-11,1309
new_mitt_romney,2015-12,719
new_mitt_romney,2016-01,645
new_mitt_romney,2016-02,4003
new_mitt_romney,2016-03,27730
new_mitt_romney,2016-04,745
new_mitt_romney,2016-05,4638
new_mitt_romney,2016-06,5911
new_mitt_romney,2016-07,1070
new_mitt_romney,2016-08,1224
new_mitt_romney,2016-09,1335
new_mitt_romney,2016-10,2599
new_mitt_romney,2016-11,20105
new_mitt_romney,2016-12,5621
new_mitt_romney,2017-01,610
new_mitt_romney,2017-02,488
new_mitt_romney,2017-03,376
new_mitt_romney,2017-04,622
new_mitt_romney,2017-05,391
new_mitt_romney,2017-06,493
new_mitt_romney,2017-07,150
new_mitt_romney,2017-08,907
new_mitt_romney,2017-09,204
new_mitt_romney,2017-10,264
new_mitt_romney,2017-11,404
new_mitt_romney,2017-12,1137
new_mitt_romney,2018-01,4048
new_mitt_romney,2018-02,1883
new_mitt_romney,2018-03,362
new_mitt_romney,2018-04,1747
new_mitt_romney,2018-05,923
new_mitt_romney,2018-06,2417
new_mitt_romney,2018-07,825
new_mitt_romney,2018-08,372
new_mitt_romney,2018-09,255
new_mitt_romney,2018-10,834
new_mitt_romney,2018-11,765
new_mitt_romney,2018-12,2313
new_mitt_romney,2019-01,9814
new_mitt_romney,2019-02,285
new_mitt_romney,2019-03,2146
new_mitt_romney,2019-04,2246
new_mitt_romney,2019-05,2556
new_mitt_romney,2019-06,1118
new_mitt_romney,2019-07,516
new_mitt_romney,2019-08,0
new_mitt_romney,2019-09,0
new_mitt_romney,2019-10,0
new_mitt_romney,2019-11,0
new_mitt_romney,2019-12,0
new_mitt_romney,2020-01,0
new_mitt_romney,2020-02,0
new_mitt_romney,2020-03,0
new_mitt_romney,2020-04,0
new_mitt_romney,2020-05,0
new_mitt_romney,2020-06,0
new_mitt_romney,2020-07,0
newt gingrich,2010-01,9880
newt gingrich,2010-02,7370
newt gingrich,2010-03,2095
newt gingrich,2010-04,7854
newt gingrich,2010-05,3385
newt gingrich,2010-06,2122
newt gingrich,2010-07,10353
newt gingrich,2010-08,8312
newt gingrich,2010-09,13335
newt gingrich,2010-10,7250
newt gingrich,2010-11,12198
newt gingrich,2010-12,5342
newt gingrich,2011-01,3255
newt gingrich,2011-02,4297
newt gingrich,2011-03,17537
newt gingrich,2011-04,2100
newt gingrich,2011-05,31694
newt gingrich,2011-06,26533
newt gingrich,2011-07,2936
newt gingrich,2011-08,12124
newt gingrich,2011-09,14586
newt gingrich,2011-10,15052
newt gingrich,2011-11,59066
newt gingrich,2011-12,114631
newt gingrich,2012-01,198827
newt gingrich,2012-02,60937
newt gingrich,2012-03,66176
newt gingrich,2012-04,12192
newt gingrich,2012-05,21087
newt gingrich,2012-06,3448
newt gingrich,2012-07,1233
newt gingrich,2012-08,14887
newt gingrich,2012-09,10138
newt gingrich,2012-10,14668
newt gingrich,2012-11,8814
newt gingrich,2012-12,9648
newt gingrich,2013-01,9953
newt gingrich,2013-02,3307
newt gingrich,2013-03,7578
newt gingrich,2013-04,1600
newt gingrich,2013-05,5054
newt gingrich,2013-06,8072
newt gingrich,2013-07,3103
newt gingrich,2013-08,5157
newt gingrich,2013-09,14850
newt gingrich,2013-10,17152
newt gingrich,2013-11,9908
